,Year,Car,PTS,Champion,Average_points_Scored,No_of_times_secured_front_grid,Total_no_of_fastest_Laps
814,2018,Sauber Ferrari,48.0,4,1.1428571428571428,0.0,0.0
815,2018,Scuderia Toro Rosso Honda,33.0,4,0.7857142857142857,0.0,0.0
816,2018,Williams Mercedes,7.0,4,0.16666666666666666,0.0,0.0
817,2019,Alfa Romeo Racing Ferrari,57.0,4,1.3571428571428572,0.0,0.0
818,2019,Ferrari,504.0,2,12.0,8.0,6.0
819,2019,Ferrari,504.0,2,12.0,6.0,6.0
820,2019,Haas Ferrari,28.0,4,0.6666666666666666,0.0,1.0
821,2019,McLaren Renault,145.0,4,3.4523809523809526,0.0,0.0
822,2019,Mercedes,739.0,1,17.595238095238095,10.0,9.0
823,2019,Mercedes,739.0,1,17.595238095238095,14.0,9.0
824,2019,Racing Point BWT Mercedes,73.0,4,1.7380952380952381,0.0,0.0
825,2019,Red Bull Racing Honda,370.0,3,9.928571428571429,3.0,5.0
826,2019,Red Bull Racing Honda,370.0,3,9.928571428571429,1.0,5.0
827,2019,Renault,91.0,4,2.1666666666666665,0.0,0.0
828,2019,Scuderia Toro Rosso Honda,132.0,4,2.0238095238095237,0.0,0.0
829,2019,Williams Mercedes,1.0,4,0.023809523809523808,0.0,0.0
830,2020,Alfa Romeo Racing Ferrari,8.0,4,0.23529411764705882,0.0,0.0
831,2020,AlphaTauri Honda,107.0,4,3.1470588235294117,0.0,0.0
832,2020,Ferrari,131.0,4,3.8529411764705883,0.0,0.0
833,2020,Haas Ferrari,3.0,4,0.08823529411764706,0.0,0.0
834,2020,McLaren Renault,202.0,4,5.9411764705882355,0.0,3.0
835,2020,Mercedes,570.0,1,16.852941176470587,15.0,9.0
836,2020,Mercedes,570.0,1,16.852941176470587,14.0,9.0
837,2020,Racing Point BWT Mercedes,210.0,3,6.176470588235294,1.0,0.0
838,2020,Red Bull Racing Honda,319.0,2,9.382352941176471,1.0,3.0
839,2020,Red Bull Racing Honda,319.0,2,9.382352941176471,3.0,3.0
840,2020,Renault,181.0,4,5.323529411764706,0.0,2.0
841,2020,Williams Mercedes,3.0,4,0.0,0.0,0.0
842,2021,Alfa Romeo Racing Ferrari,13.0,4,0.29545454545454547,0.0,0.0
843,2021,AlphaTauri Honda,142.0,4,3.227272727272727,0.0,1.0
844,2021,Alpine Renault,155.0,4,3.522727272727273,0.0,0.0
845,2021,Aston Martin Mercedes,77.0,4,1.75,0.0,0.0
846,2021,Ferrari,323.5,3,7.329545454545454,2.0,0.0
847,2021,Ferrari,323.5,3,7.329545454545454,1.0,0.0
848,2021,Haas Ferrari,0.0,4,0.0,0.0,0.0
849,2021,McLaren Mercedes,275.0,4,6.2272727272727275,1.0,2.0
850,2021,McLaren Mercedes,275.0,4,6.2272727272727275,1.0,2.0
851,2021,Mercedes,613.5,1,13.738636363636363,10.0,10.0
852,2021,Mercedes,613.5,1,13.738636363636363,14.0,10.0
853,2021,Red Bull Racing Honda,585.5,2,13.147727272727273,9.0,8.0
854,2021,Red Bull Racing Honda,585.5,2,13.147727272727273,5.0,8.0
855,2021,Williams Mercedes,23.0,4,0.5227272727272727,1.0,0.0
